0,price,discount,promotion_intensity,footfall,ad_spend,competitor_price,stock_level,weather_index,customer_sentiment,return_rate,0
14,75.68012467,0.41699771,0.374146592,145.346582,2262.652216,74.84369189,1155.823922,6.049870769,0.785618948,0.066158933,0
15,65.76667807,4.851882629,3.938902827,239.122997,2484.545387,64.73406525,1185.263767,8.862298122,1.037102884,0.046083556,0
16,48.10957833,5.891365763,4.146196902,191.5808345,2477.471944,52.57561798,1220.193658,6.800633461,0.885027218,0.068951998,0
17,44.67038629,9.75023523,5.410517936,266.5027191,2571.228399,50.08968065,1224.854867,8.29832829,0.92927373,0.070826865,0
18,44.6734765,5.842879312,4.050742064,198.9099526,2511.031597,45.28051832,1226.373441,8.465001002,1.038081378,0.073835231,0
19,57.58231324,4.723191281,3.147163419,168.5425177,2344.46928,51.02430822,1179.346702,7.503372299,0.907953892,0.06227504,0
20,48.86097608,10.42770852,4.393979796,295.9155105,2603.760252,50.89876594,1237.110259,9.597371703,0.919861192,0.081215156,0
21,52.7376436,8.439937906,5.51346207,277.4078694,2531.581936,49.40924368,1194.576011,7.874449102,0.685386124,0.099860062,0
22,63.28374326,6.053230497,4.656419676,292.9372147,2555.565707,64.28990025,1201.662979,5.790167788,0.90429231,0.070042533,0
23,47.88682762,7.293797509,4.59595341,155.8982674,2290.716446,45.02738936,1175.102752,10.24611804,0.947274925,0.074520262,0
24,63.63411111,6.778738229,4.951849437,247.4055888,2550.085519,59.99984071,1237.52423,9.419783952,1.026244532,0.052776592,0
25,39.48084855,7.831448255,5.006268883,258.4394612,2502.154047,39.35791438,1178.675753,7.16512826,0.993622725,0.055122915,0
26,59.53689283,5.883757526,3.63807432,214.544354,2476.119414,60.95890152,1203.714681,8.662528083,0.959797561,0.066089619,0
27,54.94796288,5.122696905,4.795227042,278.5814479,2612.681591,46.87173803,1176.108276,6.776815362,0.960528117,0.049511858,0
28,49.79131772,6.17297694,3.981678746,244.7117389,2625.657191,46.2536652,1241.71712,8.235814958,0.923332419,0.085270838,0
29,61.43827047,4.36227474,3.852396069,271.3537513,2566.44989,63.71030456,1231.866682,7.422518759,1.051808272,0.058917193,0
30,43.20863692,7.994204225,4.899448039,246.3623898,2557.863221,40.51794519,1244.317757,7.752342358,1.020940202,0.070595404,0
31,27.12391974,14.29198054,4.852377029,283.0009072,2653.309828,22.94307898,1243.726243,7.304555437,0.885421058,0.092221968,0
32,60.05246775,7.118104166,4.689331133,263.0694713,2496.050778,58.91854713,1203.703956,8.63669457,1.020592164,0.03433939,0
33,71.45389408,5.330061653,3.50581012,174.9568546,2385.094315,77.07853745,1205.855808,6.750191571,1.053319242,0.030895085,0
34,30.32371601,10.32084692,5.140361892,244.6071046,2600.983999,32.33017693,1258.215812,7.115368014,0.975765906,0.070563417,0
35,74.0274181,4.022218305,3.171137671,194.3373791,2403.053422,75.76856667,1238.073999,8.180441462,1.063383634,0.0445423,0
36,49.99230445,4.070415199,3.936070629,258.9538254,2437.645272,50.00303761,1174.261125,7.366218828,1.100902923,0.038728363,0
37,47.39683093,8.144777294,3.673080347,126.4756927,2384.663667,50.30281569,1191.998778,11.17931755,0.856760516,0.072545691,0
38,46.75136094,8.629659805,4.404930416,160.0146041,2429.556276,49.52222366,1195.913373,7.519548073,1.049414068,0.042568009,0
39,45.40869108,5.825350578,4.221443431,267.8943844,2492.714531,43.63282755,1167.840256,9.125419438,0.947412824,0.049153801,0
40,36.08837616,10.77847126,5.553437101,254.005973,2496.412326,33.80031904,1211.967885,8.417536278,1.00748067,0.067164094,0
41,33.30057213,11.29350072,5.856049315,246.7128854,2569.109413,32.22241579,1269.936609,5.266789223,0.918358188,0.07706106,0
42,38.29710298,7.91319763,5.260088406,241.9103001,2715.052111,39.86775401,1282.084035,8.503055547,0.991662367,0.081710277,0
43,43.1945121,9.183488573,5.239245572,259.6547571,2548.557881,45.60428999,1197.083919,7.432498163,0.9093933,0.079639175,0
44,61.6314982,4.924461833,3.047768369,134.3554456,2289.416688,61.93728768,1199.210842,9.842980682,0.92968229,0.056752653,0
45,55.64091436,7.224602804,4.720005964,229.308031,2395.539468,54.17442591,1172.3902,7.334974173,0.878089428,0.064519375,0
46,48.45015037,10.39644573,5.744076321,246.7254962,2538.006587,50.79486665,1239.600157,7.911221426,1.037975952,0.053470002,0
47,43.63971241,4.336689987,3.211283342,277.5809694,2598.414849,42.2095614,1216.006702,7.484202315,1.106039484,0.057882898,0
48,57.13722524,3.433927257,3.302076268,269.2694069,2514.234786,60.24329281,1202.020455,4.896936975,0.776931539,0.075199018,0
49,69.39664514,6.731465994,3.276959177,142.6134969,2317.999927,70.7087283,1156.316223,8.08047162,1.161266048,0.02344338,0
50,43.90558933,9.204949598,5.047623531,296.6838586,2568.985366,45.24995848,1199.042453,5.248397348,0.914114736,0.077659863,0
51,66.03903933,3.069122748,3.106439268,261.4750806,2460.881212,64.45278126,1142.344316,6.619988858,0.948132374,0.062431677,0
52,45.88596686,10.21887592,5.185113639,230.9565352,2456.86093,50.69578125,1191.912681,9.708051342,0.923170357,0.079129269,0
53,37.89305274,2.752906485,3.208069966,261.6505974,2421.822115,35.14379958,1154.027039,5.349308447,1.06280416,0.058967244,0
54,37.08757117,10.46490059,5.228093055,256.0024375,2500.877328,39.19110923,1233.432534,7.310723606,1.017950802,0.083588178,0
55,30.94563145,8.978337234,5.378307514,261.019376,2595.31902,27.64841414,1241.562076,4.08058131,0.982453417,0.065485698,0
56,51.22587438,5.752540658,4.579670637,252.015626,2474.244595,55.54493241,1185.231484,7.033590172,0.913498423,0.064415356,0
57,35.57883511,7.427911364,4.985581486,251.8090217,2574.40358,31.43311405,1221.944729,4.21662902,0.973709909,0.081618298,0
58,61.89561563,4.124092907,3.235310338,260.634228,2429.33384,67.906774,1202.152595,7.575312204,1.051695905,0.056473675,0
59,29.54483756,11.39914477,5.554974994,269.337919,2607.321725,34.31950113,1180.080041,9.286285462,0.977659196,0.060508517,0
60,69.275521,8.183122068,5.449599701,266.1017967,2481.771439,72.13217499,1192.302342,8.197467604,1.02017561,0.040241151,0
61,57.79248312,8.232121854,5.40328853,280.5483903,2510.15335,60.1843132,1168.668689,6.437181587,0.973207084,0.055819341,0
62,67.37917035,7.38578458,4.569846736,232.1236121,2539.142979,69.33415039,1244.847406,7.936281101,1.072906599,0.033912913,0
63,53.73197435,6.734425138,4.127780368,168.5499939,2280.064305,53.355701,1155.896324,9.360196126,0.844150109,0.073672909,0
64,45.30650722,8.470926671,4.621379823,271.3809091,2582.139073,43.4590179,1217.451216,7.387938908,0.935395786,0.076031507,0
65,46.57010752,6.189970399,4.072208427,261.6753497,2580.66401,47.58013874,1232.7224,6.486161155,0.910296436,0.052451005,0
66,61.48810461,6.388632069,4.672075218,278.421208,2519.427005,65.50667811,1219.760166,9.061782093,1.010476839,0.051605635,0
67,50.1000237,6.415007641,4.372273288,283.057627,2487.373164,52.45172218,1194.442466,6.30542759,0.799799663,0.078544781,0
68,40.71560012,11.27700822,5.612556466,300.5632038,2598.029509,35.10959793,1244.320947,9.016062304,0.849888773,0.068651374,0
69,52.90191817,6.627144322,5.20370061,227.6289387,2465.086661,55.46000147,1183.446829,8.569202932,1.183249408,0.031128714,0
70,31.97697596,7.351193794,5.015178057,265.4488869,2629.722535,29.74106947,1235.977305,8.40323447,0.95461704,0.06700173,0
71,49.63873125,7.5914157,3.990048657,243.0774213,2556.919195,51.51339746,1220.381055,10.03222685,0.843648597,0.078286309,0
72,63.04433315,5.904952739,4.238314899,301.8004609,2557.503411,61.00362138,1160.004364,6.921144506,1.008660634,0.046677235,0
73,52.75459385,5.781126401,3.125224391,286.7908097,2504.022088,55.60988548,1174.963423,6.253629452,1.155455606,0.037869097,0
74,60.10822766,5.331750014,2.701233655,142.0829776,2330.521515,63.39232581,1194.175845,9.405298203,1.024320457,0.040493366,0
75,31.5695654,9.572712134,5.034842103,257.9539054,2577.849263,30.923809,1157.245995,8.207897547,0.970992392,0.064939757,0
76,36.91440232,8.875006747,5.240333365,257.7728666,2550.460637,33.42525074,1187.474852,7.508478909,1.026978548,0.072998917,0
77,67.11808598,7.075081029,4.725716034,259.5704189,2495.406975,70.9911051,1192.420107,7.681974663,1.053105858,0.032737013,0
78,34.9854078,7.688475363,4.764393496,250.0452384,2522.316958,35.55988557,1192.136174,6.739311622,0.961480856,0.06657595,0
79,56.90870604,4.653682496,2.628589039,160.3275689,2313.91975,57.79870429,1179.501106,8.242598283,0.96978155,0.061411773,0
80,49.18995454,4.968487215,4.238827092,241.2398587,2500.162486,49.85997289,1243.680126,7.830945194,1.030933762,0.047906499,0
81,47.29316683,7.750627623,4.746985642,267.3807089,2553.002248,43.40529633,1197.615458,6.972217028,1.00908012,0.064029284,0
82,46.48232599,7.580412255,4.260734911,273.925492,2558.886765,48.24332382,1202.899323,7.283443265,0.732539563,0.091744621,0
83,61.96314472,3.795231276,3.236238326,241.0576031,2489.535554,61.24711024,1181.826189,7.425005011,1.05969627,0.043445199,0
84,42.10489862,11.1455019,5.388380953,212.3901717,2392.446954,42.93177493,1219.030425,8.595163438,1.095910928,0.046112027,0
85,55.61650043,5.667674643,4.486334956,231.6124655,2449.282233,56.70268575,1182.064098,6.853014001,0.984180665,0.043688348,0
86,25.3072047,10.0561889,5.231590144,259.1182096,2648.297066,19.34369726,1257.531331,8.385749035,1.086886275,0.06005988,0
87,57.73498552,5.166535966,3.775250767,291.1243364,2589.113435,51.25078615,1202.239365,7.330229492,0.943697882,0.053429968,0
88,48.26642457,5.104177475,3.324834989,193.2827155,2439.458306,43.70801079,1207.26307,6.458997985,0.968647205,0.044309536,0
89,28.93776881,9.210639931,5.493674086,268.8095387,2593.204394,26.1240297,1236.291289,7.805325587,0.961788587,0.084019772,0
90,41.32589695,10.96746672,6.000502899,268.8683176,2504.115564,40.66157824,1173.978747,9.137241709,1.003487206,0.077545561,0
91,33.496372,13.30197592,5.879089031,271.6675603,2527.523529,28.42749077,1197.651219,7.425458863,0.890048683,0.075245854,0
92,67.87798605,2.905897399,2.940748042,214.0814995,2414.274868,64.40202941,1185.801454,9.078693612,1.079424364,0.041297928,0
93,56.92942567,6.584669291,4.664678972,256.0067054,2501.113117,57.31080854,1183.57392,7.848586405,1.085770645,0.039665154,0
94,57.86282673,8.39521236,5.161523617,270.10526,2504.580212,54.38914982,1194.425618,7.805735231,1.153793969,0.026061694,0
95,72.29669613,4.277683698,3.242672403,143.9808032,2332.784259,71.38925053,1232.837007,8.516216928,1.031806918,0.050126999,0
96,49.13664888,7.548161594,4.976441637,256.212591,2532.673437,52.48167965,1222.998979,6.572464849,0.976535186,0.068714459,0
97,55.75424017,6.507055998,4.847426917,251.7592638,2524.175108,56.65542463,1191.930698,6.555500082,0.994085539,0.066417912,0
98,60.2100415,6.572030962,5.182800137,305.6728391,2468.703604,55.62429511,1183.480574,6.490878148,1.038425275,0.057302622,0
99,38.28442989,8.40370353,4.953900552,259.7766951,2684.45357,37.54110655,1265.434622,8.595158709,0.997165839,0.060487206,0
100,71.43525053,5.574724417,3.567348182,141.2279009,2335.621884,73.77006563,1173.723792,8.960710821,1.109626843,0.000590285,0
101,40.57546988,8.400359196,4.9259294,240.073748,2509.689163,43.34976367,1205.887895,10.61245847,1.103515213,0.071245795,0
102,69.59904237,3.802279789,3.56188117,242.6905256,2464.40754,71.74015274,1189.40074,5.441138877,0.637159197,0.058288087,0
103,45.12986631,8.867266992,5.042078429,224.8543451,2498.494032,46.72541652,1200.269648,8.570371367,0.985981089,0.062247531,0
104,60.59891471,5.581071416,4.193492624,269.511018,2503.295581,60.81582053,1216.901769,6.988337312,0.955918716,0.042590184,0
105,59.31226566,3.896827366,3.216357333,277.4106735,2498.941525,60.79306653,1159.394872,8.760573489,0.849429304,0.060008744,0
106,36.57684099,9.986988666,3.910396367,268.8425364,2566.429237,38.9963285,1172.250562,7.189590772,1.075939729,0.075822999,0
107,41.53286628,6.843869591,4.985697722,275.0226642,2608.823146,40.52624787,1247.508042,8.68830847,1.007251457,0.076243808,0
108,59.20949819,5.755579157,4.296598644,273.8648903,2529.061319,56.88805764,1179.323961,9.128451729,0.963723173,0.048339207,0
109,46.51191801,5.903211676,4.510901082,247.3479048,2533.50652,45.95629596,1238.330666,6.352440839,0.954267183,0.087009385,0
110,73.9945481,5.060362368,2.955027983,159.213822,2403.463535,73.43219859,1197.843139,7.900143784,1.018738534,0.038256996,0
111,53.52070738,5.68293989,4.777254839,281.7661151,2591.514694,52.65135146,1201.418538,8.299805053,1.012085058,0.061579142,0
112,48.93345817,5.821805844,4.465340055,266.7714631,2627.288253,42.29434755,1250.031159,8.486053015,1.149502005,0.053654651,0
113,36.92584402,10.55291521,4.017062008,261.9189911,2485.895349,40.23516726,1207.393876,8.556878896,1.1738758,0.039856393,0
114,40.5472186,9.415901579,5.13795161,226.5193234,2464.531326,41.52035568,1185.746197,9.061151222,0.857653698,0.086233639,0
115,42.28067604,7.150011244,4.860223661,239.8101039,2480.680843,45.84462861,1218.98631,10.37005295,0.998979705,0.089936674,0
116,45.03314864,9.494193968,5.218503673,257.2676058,2451.511758,42.45212863,1175.489411,9.180549496,0.954658691,0.0628517,0
117,49.03406326,6.476383471,4.108893121,178.0672754,2382.687856,51.32724435,1211.74489,7.18517804,1.018076716,0.063432968,0
118,29.19068367,8.900065976,4.837961158,251.8624073,2602.889734,28.0244233,1230.027943,6.946642794,0.931469248,0.093987281,0
119,57.34182765,6.110996188,4.306724768,272.0627153,2603.013027,57.13330907,1228.762197,9.736894284,1.161898515,0.049612073,0
120,31.86328813,11.73592633,5.508699872,244.9797852,2573.723289,33.31647736,1225.425729,9.021675637,1.139880323,0.054340036,0
121,61.71902693,6.745207771,4.534377361,219.6384647,2558.602704,63.90168559,1202.19828,8.094403001,1.050536558,0.035618886,0
122,46.27978213,8.146482827,4.256375074,299.8148695,2541.168995,44.57210857,1184.857405,7.292990183,0.944030846,0.070655179,0
123,67.77900787,4.534781762,3.114948868,160.6766078,2403.12319,66.93713285,1190.212652,8.576394985,0.907229518,0.050702865,0
124,41.96513179,10.33734719,5.197664246,271.2860075,2594.620573,42.43575371,1243.580413,8.473760061,1.121791041,0.048854888,0
125,40.54427571,8.677461449,3.905637914,262.8467488,2564.512491,30.89962592,1189.999706,7.95430603,0.882673493,0.069112215,0
126,67.27559376,6.943964317,4.43182778,222.1261664,2455.608194,69.99028612,1204.001728,6.859940526,0.999231988,0.041961816,0
127,63.18741736,3.060313136,3.038492744,217.5349882,2445.816155,64.5461384,1175.978638,6.525334443,0.946948833,0.058595567,0
128,45.90838328,6.926247962,4.57469827,274.9547259,2598.763606,45.957912,1193.443511,8.30548698,0.908525748,0.054706639,0
129,44.819456,5.680143835,5.081449424,237.527821,2539.600434,45.20920622,1235.056267,6.750930993,0.989370293,0.06016073,0
130,52.06436543,7.552471455,3.176287441,150.2908941,2382.358599,47.76892959,1209.445691,8.280420378,0.9519851,0.062677224,0
131,37.49767105,11.34033796,5.634634532,243.9484764,2566.327555,36.45370351,1213.378755,8.660330086,0.988160816,0.074709944,0
132,47.86653057,8.832671295,4.711810698,184.3745423,2430.781827,49.11631495,1190.920044,10.23766941,0.874792,0.083917384,0
133,47.08397092,9.04017239,5.581617154,285.1546348,2605.431734,47.12882048,1213.565065,10.07660157,0.834581255,0.085187042,0
134,63.68351864,4.931677236,3.743564176,209.9468059,2413.96335,70.70559064,1207.471871,8.228751013,1.103791624,0.039277951,0
135,49.26563989,7.302220022,4.070383475,314.8986084,2597.010039,47.3002643,1172.245838,7.825794953,1.007059279,0.062496039,0
136,51.9097664,7.598487858,4.649334279,201.7087453,2452.019847,53.57951012,1218.27853,9.790156497,0.957988377,0.05604635,0
137,64.62009457,6.456821592,5.255657276,287.6945651,2530.964053,60.10894472,1206.622074,7.829475087,1.069631307,0.038843698,0
138,46.07299862,7.220508813,4.778401695,274.6368322,2560.588889,42.62771295,1233.849716,6.811312765,0.992654812,0.064929422,0
139,72.90054808,5.895469845,3.71505446,172.5347007,2350.07421,78.23302657,1178.328972,9.438571597,0.867094924,0.053025156,0
140,52.55626513,8.834515381,5.555424453,239.4104546,2632.287566,50.67546496,1226.621182,8.279488163,0.830004301,0.086610511,0
141,27.32811842,9.603293143,4.721383463,249.5925876,2630.845852,26.89938562,1262.587612,8.573513031,0.97067825,0.067412682,0
142,49.25799846,9.082470736,4.936062352,152.4467399,2433.482192,50.58456428,1244.074226,6.494016643,1.011289516,0.066531985,0
143,50.37920791,9.204644228,5.839596034,266.1251711,2570.79034,54.34294262,1190.284923,6.720452474,0.972137647,0.043734002,0
144,40.18647777,5.298564942,4.424608494,269.5019684,2611.163897,39.39089179,1257.792106,7.90502593,0.833676288,0.113243645,0
145,28.86351109,8.990224201,5.043182433,248.6597035,2613.851785,26.34281367,1217.180407,6.200017049,0.913778395,0.081403045,0
146,47.3266858,8.543683798,4.44117172,180.9043843,2416.349659,45.73936275,1223.801323,8.37256369,0.957712307,0.070394655,0
147,63.20776293,6.10997182,4.158638207,164.6481487,2362.379213,64.67813838,1194.822552,9.194685482,1.167859999,0.024027921,0
148,60.06059029,4.852651822,4.503055326,289.7556878,2510.085557,62.47783695,1188.89341,7.840774294,1.105010684,0.043235084,0
149,42.19941381,12.05866459,5.855128618,251.533186,2573.685538,39.89128857,1194.897917,9.282753381,1.035124427,0.066758823,0
150,58.32620635,3.621154037,3.750630858,286.5236418,2463.695724,56.35685947,1186.833983,7.541927955,1.021042681,0.029828806,0
151,43.96768168,5.642747434,4.583883305,280.9483058,2587.190198,45.73177496,1228.993845,6.760405882,1.018402903,0.067682593,0
152,41.28710416,9.843858092,5.628530073,202.3419573,2458.67465,44.73596425,1201.73571,7.873881354,1.126574098,0.047616509,0
153,55.91394252,7.783810404,4.860053948,311.2581861,2495.106033,60.57424647,1145.791465,6.813956899,0.826177309,0.050954129,0
154,32.43982368,10.5160039,5.805346399,250.6258034,2573.655043,32.4581684,1183.533406,6.038282358,1.062478157,0.046024298,0
155,57.03318367,6.254634182,5.120574424,245.9364026,2491.215127,58.46941601,1212.506591,8.358063492,0.973478448,0.048333456,0
156,35.22016063,10.98371967,4.539142871,280.9812671,2607.385105,35.84376983,1190.122068,6.108790602,1.054805972,0.066811317,0
157,57.08572822,10.09282104,5.659335118,280.6498191,2518.356294,50.65081192,1160.815386,8.242815237,1.015267276,0.075105244,0
158,44.28171608,8.535074585,4.786088891,168.0043097,2341.161792,48.90520579,1167.791403,9.632214332,0.982129235,0.070476113,0
159,49.4517182,7.822854875,5.088464769,272.8711293,2540.700289,51.76241654,1211.049574,9.305209753,0.999395742,0.084381779,0
160,50.41866771,4.358337482,3.209685202,186.3172782,2389.181471,52.25658222,1230.265324,9.235697378,0.997983381,0.070165026,0
161,36.99938801,11.48681817,6.21016043,277.3450668,2485.746135,38.02499985,1175.382615,9.340302589,0.931006217,0.077707197,0
162,22.06737509,12.30628746,5.457422878,281.9632034,2665.66548,21.53016942,1218.617746,7.652936408,0.985955876,0.075599264,0
163,71.8425188,5.384151084,4.245943371,245.0417429,2454.725594,78.57597266,1195.796432,8.01282445,0.842473252,0.037876307,0
164,47.83728091,10.00134582,5.212563956,300.8406708,2573.450692,42.03378152,1169.711584,8.731033799,0.939249163,0.064929562,0
165,36.33337528,6.65282498,5.011437736,269.622874,2461.597757,35.28144918,1159.351174,7.68222047,0.971062294,0.057792287,0
166,29.77546246,12.79926449,5.635020771,275.2443764,2573.279608,29.51048636,1208.752147,9.028432712,0.97485007,0.075523123,0
167,37.12494883,12.26470967,4.307674234,264.9261526,2599.975699,40.16994916,1252.445716,8.511784385,1.026359924,0.080137314,0
168,61.82534509,6.179369876,4.603076682,256.7320722,2408.741508,63.57867621,1187.079592,6.548271471,0.888994688,0.061193601,0
169,43.14387405,8.362545242,5.134651687,195.7456139,2454.234535,41.48047118,1253.440203,6.862762448,0.938695396,0.079302072,0
170,55.56984505,6.058587558,4.155635349,228.8641294,2449.951104,53.42658669,1180.822199,8.296791411,1.049560023,0.046501898,0
171,72.38690829,6.445097597,4.234283218,226.4338936,2497.65268,73.06149871,1211.504762,9.952032931,1.127940118,0.051581639,0
172,38.15099918,8.394438277,5.3707943,255.9763252,2528.335788,36.99437885,1159.971742,6.734945089,1.095910642,0.065876122,0
173,49.40449176,11.84075564,5.614301843,235.8269528,2528.163306,55.58198043,1211.335569,8.923492333,0.983846076,0.067749035,0
174,61.12292952,4.367394525,4.255204095,273.3171614,2561.651507,61.51513826,1202.469549,8.463500709,0.952960933,0.064479032,0
175,53.78561187,6.664487856,4.399110643,299.4167858,2551.886988,51.44181251,1218.112233,7.806604654,0.954196009,0.064067074,0
176,52.74181542,8.013558147,5.326865818,278.2569574,2572.95576,57.97868806,1206.074658,7.01852654,0.943268718,0.044665271,0
177,46.77336409,10.7910373,4.534632986,275.8159751,2543.747801,43.72813723,1197.994025,7.591384409,1.058308173,0.066005737,0
178,48.58962732,6.44790281,5.122487524,252.317883,2543.636528,48.65313042,1199.384765,6.785457866,0.928651746,0.07355511,0
179,59.81988514,8.20238158,3.451755885,326.2172759,2537.680213,57.76842598,1204.333579,7.362727088,1.055192056,0.039939957,0
180,40.10761356,9.505357395,5.509383542,263.4569957,2509.310441,38.00864923,1207.349377,6.901824299,1.000528097,0.055897208,0
181,43.31592763,9.261555089,4.73073451,205.022383,2416.467572,44.9173262,1206.536026,8.083580624,1.051182539,0.07053344,0
182,52.70666493,7.234743306,4.231178182,193.3960251,2453.012431,55.92113347,1205.264094,8.956756319,0.896204549,0.073466532,0
183,34.42185769,10.126014,5.585496126,265.5753861,2632.428167,35.67549053,1218.654785,8.092420966,0.965983145,0.073043013,0
184,47.10517601,8.926926545,5.040927702,272.7487235,2600.598443,44.1304805,1227.634903,8.10789401,0.910880072,0.091896377,0
185,41.60845426,8.292579892,4.812818734,308.9935947,2588.878618,44.81687028,1189.290024,7.183003297,1.209308469,0.039270636,0
186,60.87367304,8.276465691,5.357930519,314.9586621,2565.030363,61.98276204,1184.664922,8.563700949,0.969289606,0.046544572,0
187,60.90629125,6.21591312,4.495368801,275.6784349,2574.270739,53.3041696,1221.10579,6.846526588,0.867268209,0.079503313,0
188,64.1881294,6.253465728,4.466047047,239.0275846,2552.245724,66.26145488,1260.449124,7.594849935,0.899245792,0.064493955,0
189,62.19390062,6.543033777,3.587694071,145.4762433,2232.920025,67.39027972,1161.925188,9.128454872,0.935225401,0.063538141,0
190,42.00334864,11.8333498,6.031171089,247.0124994,2507.814049,42.46543411,1198.463296,7.669576383,1.04400097,0.057334596,0
191,29.49434144,11.5223135,5.214972846,249.9604635,2574.285998,30.83734137,1242.095985,8.154805435,1.00041675,0.064472368,0
192,46.99964062,8.585422576,5.46894241,261.8497032,2538.474675,52.52831675,1196.329112,7.593257942,1.092839753,0.04358664,0
193,69.76391462,5.32174421,4.346712448,209.4978379,2436.856482,62.55888181,1201.343804,9.234413261,1.055483721,0.041382112,0
194,44.29344489,9.361552131,5.309115424,287.3794209,2668.966462,45.09884386,1269.46794,8.362009348,1.122693562,0.068410759,0
195,38.68591041,8.409688033,5.00110358,241.8988867,2492.266698,36.07674831,1208.271243,6.184611817,0.905564589,0.066130199,0
196,61.35871675,3.005606919,3.281895884,195.7110213,2399.508006,65.50648643,1215.892152,8.409529673,0.886028587,0.07047612,0
197,49.41030684,8.678033447,5.34242547,265.0739522,2491.658209,48.6268952,1182.052548,9.052034404,1.047733084,0.06175524,0
198,62.63251809,8.723908979,4.992597208,293.6288444,2470.602593,64.05267767,1161.932393,8.152939228,1.151008937,0.036409903,0
199,73.56187714,5.48950641,3.955011554,212.2438622,2407.262268,69.40088588,1187.640062,9.524954292,1.066771919,0.039933344,0
200,57.50779336,3.921358888,3.797520768,308.4631968,2524.019861,59.86391636,1179.322562,6.406565554,0.978218267,0.046738039,0
201,50.58918876,7.343592605,4.663083711,297.2778618,2557.214016,46.66673338,1195.895125,6.488977949,0.984531371,0.068709243,0
202,27.31020173,14.43932371,5.611984386,277.914621,2647.503423,25.48680907,1217.98718,9.377551255,0.81625523,0.089186812,0
203,48.95077315,8.372358552,5.018898341,266.1258823,2507.644958,52.67157721,1185.639449,8.167225954,1.037993488,0.061675915,0
204,65.17722172,4.499665886,2.951714743,160.0263032,2407.144563,67.92682542,1196.409357,8.298743784,0.847263974,0.061665229,0
205,69.2028869,5.639399938,3.670856189,208.6467585,2486.305881,68.5132878,1223.524371,8.504189374,1.223396405,0.039466607,0
206,55.26585449,7.104414412,4.578823436,323.6316059,2584.66001,50.43531501,1206.021217,7.284391028,1.108376185,0.044781821,0
207,50.9852647,7.713350885,5.233123075,284.1246024,2582.411053,50.03036811,1198.820799,8.930353286,1.183723262,0.034819382,0
208,57.41902336,6.133670468,4.445645701,305.5846319,2610.724437,55.25703339,1183.326655,7.895609436,0.937931723,0.059168753,0
209,53.89817329,6.168325603,2.737881254,284.1101913,2534.890369,52.17392761,1203.374035,7.807524645,0.895754562,0.066494872,0
210,56.55842677,6.460838292,4.57606963,286.3789477,2540.372257,54.13850923,1184.743588,8.449118748,1.104862119,0.038552223,0
211,34.13080629,9.87888069,5.158857075,263.7502273,2589.057895,32.48792905,1215.052761,8.170135433,1.068432668,0.072379049,0
212,48.57357274,6.544107424,4.819050736,275.2395492,2575.389743,47.450145,1187.947445,6.184568366,1.058812492,0.062549735,0
213,53.95352542,3.752072784,3.61376032,291.0750058,2557.071231,59.46421275,1210.012854,6.614860284,1.097538338,0.04277162,0
214,60.96047247,9.738096092,6.10129974,259.2822211,2552.523855,57.37298181,1243.399309,6.493954772,1.082982524,0.046856927,0
215,57.67455336,7.396549448,4.965102842,261.6551725,2513.176838,61.10984753,1182.248397,6.839269786,1.022344739,0.048320661,0
216,46.44786449,10.90694647,5.413827051,226.1413639,2525.210149,50.06707939,1169.344207,9.424003131,1.018036898,0.060355402,0
